移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/11/07","630　しみず倉庫","パスコ店","4960085900601","アトレチオン　ＬＸ　クリーム　３０ｇ","３０ｇ","1","326","326","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250161529","エナックロイヤル　 50 ｍｌ× 4","５０ｍｌ×４","1","1,058","1,058","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250169310","ワクナガ生薬胃腸薬　２４包","２４包","1","459","459","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","1","1,765","1,765","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250300119","宝脚　３００錠","３００錠","3","2,500","7,500","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250305114","キヨーレオピンネオｗ　60ml","６０ｍｌ","6","1,723","10,338","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250820112","湧永　八味地黄丸４５０丸","４５０丸","1","1,019","1,019","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250820211","湧永　八味地黄丸９００丸","９００丸","1","1,833","1,833","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","8","1,692","13,536","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4968250868114","プレビジョン　ウリラックス　１２０粒","１２０粒","1","1,859","1,859","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4970511100147","ＡＪＤウオノメバン 　Ｌ２０枚","２０枚","1","282","282","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4970511910036","ママは看護師さん　滅菌ガーゼＳ１２枚","１２枚","1","145","145","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4970511910562","ママは看護師さん　局方ガーゼ　１ｍ×３０ｃｍ","１ｍ×３０ｃ","2","50","100","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4970643175631","伊井フクロオブラ－ト　５０枚","５０枚","2","150","300","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","3","311","933","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4971159015329","奥田薬品　伸縮性ネット包帯手首・手のひら","１枚","1","99","99","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4971159018474","眼帯セット　１セット","","2","110","220","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4975175012317","大洋　スキネ－ド　８０ｍｌ","８０ｍｌ","1","134","134","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4975979308005","オラキュア錠　２０錠","２０錠","1","347","347","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4978022300018","マルフク　キッチンホワイト　６００ｍｌ","６００ｍｌ","15","79","1,185","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4978022386159","マルフク　自然にやさしい重曹　５００ｇ","５００ｇ","1","140","140","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987031002165","新大草延寿丸３２Ｈ","３２Ｈ","2","808","1,616","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987031002172","新大草延寿丸６４Ｈ","６４Ｈ","2","1,414","2,828","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987074300631","新新　プロナＨＤ 30 ｍｌ","３０ｍｌ","1","330","330","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987084418432","サンテアスティ抗菌　１２ｍｌ","１２ｍｌ","2","286","572","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987103036173","新ローヤルゼロントＢ　１００ｍｌ","１００ｍｌ","50","77","3,850","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987103044369","インドメサールプラス　１０枚","１０枚","6","429","2,574","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987103046752","ハイゼリーＢ　１００ｍｌ","１００ｍｌ","50","125","6,250","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987103048459","ヘパリーゼドリンクⅡ 50 ｍｌ× 3","","3","504","1,512","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","2","2,800","5,600","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987103051510","プレバリンマイケア　18ｇ","１８ｇ","1","352","352","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987123142014","タケダ漢方便秘薬　６５錠","６５錠","1","800","800","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987154601023","クールティアＶ１２　１５ｍｌ","１５ｍｌ","3","323","969","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987156212494","南天のど飴　はちみつ白桃風味 42 錠","４２錠","3","340","1,020","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987306001251","アイリス４０　１４ｍｌ","１４ｍｌ","1","480","480","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987306021433","リポビタンＺＥＲＯ３本","３","2","285","570","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987307240871","エバージェル V □注入軟膏２０ G","２０ｇ","1","391","391","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987426110000","ムヒＳ　１８ｇ","１８ｇ","10","308","3,080","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987910710891","ＮＥＷマイティアＣＬクール-Ｓ","１５ｍｌ","1","192","192","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4987306045125","パブロンゴールドＡ＜錠＞１３０錠","１３０錠","1","935","935","ハンディー",""
"2022/11/07","630　しみず倉庫","パスコ店","4971159016371","巻いてくっつく包帯手首・ひじ","Ｍサイズ","0","145","0","画面作成",""
"2022/11/07","630　しみず倉庫","プラファ店","4515748001807","アバロンプレミアム大容量　 180 粒","１８０粒","4","5,400","21,600","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4901080726513","部分入れ歯用ポリデント　108錠+6錠","１０８錠　＋","1","595","595","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4944661145419","ラクペタンエキ１００ｍｌ","１００ｍｌ","2","195","390","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4951079035171","キョクトウ正露丸糖衣９０錠","９０錠","1","413","413","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4954097706924","葛根湯内服液Ｋ　 30ML × 3 本","３０ｍｌ×３","2","135","270","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4947941001467","イルケア葛根湯内服液　30ｍ×3","３０ｍ＊３本","2","173","346","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4954097914459","植物石鹸ＮＹ ４個パック","４個パック","15","128","1,920","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","1","1,765","1,765","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","1","2,897","2,897","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250260116","レオピンロイヤル　６０ｍｌ","６０ｍｌ","2","4,823","9,646","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250260123","レオピンロイヤル　１２０ｍｌ","１２０ｍｌ","2","8,770","17,540","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","2","3,132","6,264","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","2","5,742","11,484","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","２４０ｍｌ","1","10,127","10,127","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250281326","キヨーレオピンキャプレットＳ２００錠","２００錠","2","2,326","4,652","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250807212","ロイマン湯　３０包","３０包","2","979","1,958","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250833112","オプタ－ナ目薬１５ｍｌ","１５ｍｌ","3","171","513","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250867117","プレビジョン　カルマジン　８００粒","８００粒","2","1,108","2,216","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4970511290596","弘真胃腸薬　３６包","","1","760","760","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4970511410666","ゼントルシロップＫ　１２０ｍｌ","１２０ｍｌ","1","320","320","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4970511930010","ママは看護師さん ワンタッチパッド Ｍ６枚","６枚","3","159","477","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4974638678640","マーヤ　スーパー尿とりパット　男女兼用 ５１枚","５１枚","2","600","1,200","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4975979101477","トピックＡＺトローチ","１８錠","2","165","330","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4975979308005","オラキュア錠　２０錠","２０錠","2","347","694","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987030196612","パパーゼリー５　１２０粒","１２０粒","1","888","888","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987031002165","新大草延寿丸３２Ｈ","３２Ｈ","2","808","1,616","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987103044369","インドメサールプラス　１０枚","１０枚","6","429","2,574","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","3","2,350","7,050","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","1","6,000","6,000","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987107615435","新ルルA錠ｓ　50錠","５０錠","2","675","1,350","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987240228141","龍角散ドロップノドカクサンＥＨ２４粒","２４粒","1","178","178","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987306002463","アイリスＡＧガード１０ｍｌ","１０ｍｌ","1","610","610","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987306028869","センパアＱＴ＜ジュニア＞　６錠","６錠","1","325","325","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987306038608","歯医者さん１５０フラットタイプ　ふつう","ふつう","6","69","414","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987306038622","歯医者さん１５０山状タイプふつう","ふつう","6","69","414","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987433120054","プラセントップ液３０ｍｌ","３０ｍｌ","20","310","6,200","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987469061697","エピックうがい薬　３００ｍｌ","３００ｍｌ","2","299","598","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987469597042","オルテクサー口腔用軟膏　５ｇ","５ｇ","1","222","222","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987533012358","アスミンＢ顆粒　１８Ｈ","１８Ｈ","1","411","411","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4987306007390","リポビタンＤスーパー100ml　3本","１００ｍｌ　","2","450","900","ハンディー",""
"2022/11/07","630　しみず倉庫","プラファ店","4954097716503","広貫堂　葛根湯エキス顆粒Ａ　１０包","１０包","0","224","0","画面作成",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250260130","レオピンロイヤル　２４０ｍｌ","２４０ｍｌ","0","15,347","0","画面作成",""
"2022/11/07","630　しみず倉庫","プラファ店","4968250300119","宝脚　３００錠","３００錠","0","2,500","0","画面作成",""
"2022/11/07","630　しみず倉庫","プラファ店","4970883012451","防水ワンタッチパッドＳ８枚","","0","192","0","画面作成",""
"2022/11/07","630　しみず倉庫","プラファ店","4987239185233","ロスミン黄Ｗ　 50ML × 3 本","５０ｍｌ　３","0","522","0","画面作成",""
"2022/11/07","630　しみず倉庫","大島店","4987305321602","新リコリス　３本","３本","1","430","430","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987103044369","インドメサールプラス　１０枚","１０枚","12","429","5,148","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4944661586137","バンダール液ＥＸ　 110 ｍｌ","１１０ｍｌ","1","358","358","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4954097901701","秘境黒部天然水５００ｍｌ","５００ｍｌ","10","61","610","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250177117","トコベール３００Ｅ　１３０ｃｐ","１３０ｃｐ","1","1,765","1,765","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","1","2,897","2,897","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250194213","グラッドル錠　１２０錠","１２０錠","1","1,969","1,969","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250219220","ボンエナＣａ微粒１２０包","１２０包","1","1,923","1,923","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250272119","エピロンエ－　１８ｇ","１８ｇ","1","304","304","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250306111","ＰＶ　アクティブレインＰ　120粒","１２０粒","2","1,924","3,848","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250807212","ロイマン湯　３０包","３０包","2","979","1,958","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250820112","湧永　八味地黄丸４５０丸","４５０丸","2","1,019","2,038","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","4","1,692","6,768","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4968250904119","フジビトールＳ錠　 150 錠","１５０錠","2","1,274","2,548","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4970511630231","ハイロストール錠　３８０錠","３８０錠","1","939","939","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4970511930010","ママは看護師さん ワンタッチパッド Ｍ６枚","６枚","3","159","477","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4971159015091","奥田薬品　伸縮包帯Ｌ ６５ｍｍ×４．５ｍ","６５ｍｍ×４","1","69","69","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987103044680","ウィズワンエル　１２包","１２包","1","373","373","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987306021242","コーラック　６０錠","６０ジョウ","1","637","637","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987402032104","エフストリン３０錠","３０錠","2","587","1,174","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987469061406","エピックうがい薬　１３０ｍｌ","１３０ｍｌ","1","193","193","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987533011207","新ピラドンＧカプセル　20CP","２０ＣＰ","2","422","844","ハンディー",""
"2022/11/07","630　しみず倉庫","大島店","4987103043928","ワムナールＤＸ□　６５ｇ","６５　ｇ","0","518","0","画面作成",""
"2022/11/07","630　しみず倉庫","砺波店","4524326100108","ユウキ　徳用どくだみ茶　３ｇ×６０包","３ｇ×６０包","5","289","1,445","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4944661145419","ラクペタンエキ１００ｍｌ","１００ｍｌ","2","195","390","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250147110","セキセチン　咳止め１００ｍｌ","１００ｍｌ","2","354","708","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250260123","レオピンロイヤル　１２０ｍｌ","１２０ｍｌ","1","8,770","8,770","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250260130","レオピンロイヤル　２４０ｍｌ","２４０ｍｌ","3","15,347","46,041","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","1","5,742","5,742","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250294111","プレビジョン　ラクッションプラス　２７０粒","２７０粒","4","1,692","6,768","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250303110","眠りエール　45ｶﾌﾟｾﾙ×2袋","４５ｃｐ　２","1","1,730","1,730","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250305114","キヨーレオピンネオｗ　60ml","６０ｍｌ","2","1,723","3,446","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4968250358110","湧永田七　分包　６０包","６０包","1","2,773","2,773","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4970511100130","ＡＪＤ　ウオノメバン　Ｓ","２０枚","1","282","282","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4970511202704","ガウスバン２００　２４粒","２４　粒","2","595","1,190","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4970643175648","フクロオブラート　 100 枚","100 枚","2","284","568","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987014041600","ウット　１２錠","１２錠","6","630","3,780","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987084418432","サンテアスティ抗菌　１２ｍｌ","１２ｍｌ","1","286","286","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","2","2,800","5,600","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987306029095","センパア　Ｋｉｄｓドリンク　２０ｍｌｘ２本","２０ｍｌｘ２","2","232","464","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987306038608","歯医者さん１５０フラットタイプ　ふつう","ふつう","5","69","345","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987306038615","歯医者さん１５０フラットタイプかため","かため","5","69","345","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987306054783","新ビオフェルミン S ３５０錠","３５０錠","1","1,462","1,462","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987469145908","コンクナットＥＸ　　　　　　　　　　　　１８０Ｔ","１８０Ｔ","1","534","534","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987469741025","モンシーＳ　８０ｍｌ","８０ｍｌ","1","89","89","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4987603109537","白十字ＦＣ　脱脂綿　１００ｇ","１００ｇ","1","135","135","ハンディー",""
"2022/11/07","630　しみず倉庫","砺波店","4955273801020","イオナ　エフ　ジェルクレンジング","９５ｇ","0","900","0","画面作成",""
"2022/11/07","631　パスコ店","砺波店","4582667345404","新型コロナウイルス抗原検査スティック","１回分","8","255","2,036","画面作成",""
"2022/11/07","631　パスコ店","砺波店","4580743145382","抗原+抗体検査一体型検査ペン","","6","326","1,955","画面作成",""
"2022/11/08","630　しみず倉庫","パスコ店","4571310341122","ウィルスバリアノヴァ液体消臭ミストタイプ 2L","２Ｌ","3","6,490","19,470","画面作成",""
"2022/11/09","639　大島店","パスコ店","4957272100548","シコニスクリームチューブ","４０ｇ","6","455","2,730","画面作成",""
"2022/11/09","639　大島店","パスコ店","4957272003023","WL アンジェラケーキレフィル O-1","１１ｇ","1","1,950","1,950","画面作成",""
"2022/11/09","639　大島店","パスコ店","4957272003085","WL アンジェラケーキレフィル P-1","１１ｇ","1","1,950","1,950","画面作成",""
"2022/11/09","639　大島店","パスコ店","4957272003573","オスカー リンクル","３５ｍｌ","1","5,200","5,200","画面作成",""
"2022/11/09","639　大島店","プラファ店","4957272004068","ＣＡエッセンス 35 ｍｌ","３５ｍｌ","1","3,250","3,250","画面作成",""
"2022/11/09","639　大島店","プラファ店","4957272000978","ヘアトリートメント","１５０ｇ","1","1,300","1,300","画面作成",""
"2022/11/09","639　大島店","砺波店","4571432380146","ＣＲＹＳＴＡＬパクト 10.5 ｇ","１０．５　ｇ","1","1,800","1,800","画面作成",""
"2022/11/09","639　大島店","砺波店","4957272003580","オスカー クリーム","４０ｇ","1","7,800","7,800","画面作成",""
"2022/11/09","639　大島店","砺波店","4957272004921","ウエルハース フォーム","３００ｍｌ","1","1,625","1,625","画面作成",""
"2022/11/09","639　大島店","砺波店","4571432380238","エッセンス　フォーム","２００ｍｌ","1","1,500","1,500","画面作成",""
"2022/11/09","639　大島店","砺波店","4571432380023","アトマイザー エバチェンオンリー","","3","300","900","画面作成",""
"2022/11/10","630　しみず倉庫","パスコ店","4970643175617","伊井オブラート　特大丸型１００枚","１００枚","3","105","315","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4515748001852","プレミアム１００エミューエッセンス 15 ｍｌ","１５ｍｌ","2","2,400","4,800","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4535164065429","ﾊﾞｲｵﾏｽﾎﾟﾘｴﾁﾚﾝ50%　20号","２０ゴウ","100","2","200","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4535164065443","バイオマスポリエチレン５０％４５号袋","１枚","100","4","400","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4589818059449","ダイヤモンドマスクＮベージュ30枚","３０枚入り","3","320","960","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4901080701015","新ポリグリップＳ　４０ｇ","４０ｇ","2","406","812","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4903301010944","バファリンＡ　８０錠","８０錠","3","932","2,796","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4944661586137","バンダール液ＥＸ　 110 ｍｌ","１１０ｍｌ","2","358","716","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250170118","ワクナガ胃腸薬Ｌ　９０錠","９０錠","2","574","1,148","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250194213","グラッドル錠　１２０錠","１２０錠","2","1,969","3,938","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250260123","レオピンロイヤル　１２０ｍｌ","１２０ｍｌ","4","8,770","35,080","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","6","3,132","18,792","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250280329","レオピンファイブキャプレットＳ　２００錠","２００錠","1","5,213","5,213","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250293312","レオピンロイヤルキャプレット　２００錠","２００錠","3","8,717","26,151","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250306111","ＰＶ　アクティブレインＰ　120粒","１２０粒","1","1,924","1,924","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250870117","プレビジョン　バイタルウレア　１２０粒","１２０粒","2","1,795","3,590","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","5","350","1,750","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4968250887115","湧永小青竜湯２１包","２１包","1","529","529","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4970511090295","ＡＪＤ　ウオノメバン　Ｍ","２０枚","1","282","282","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4970511099359","ＡＪＤ　エースバン　Ｍ３０枚","３０枚","2","85","170","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4970511202704","ガウスバン２００　２４粒","２４　粒","2","595","1,190","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4971159015466","奥田薬品　切って使えるネット包帯 腕・肘・足首","３．３□×６","2","135","270","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4971159016371","巻いてくっつく包帯手首・ひじ","Ｍサイズ","3","145","435","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","500","37","18,500","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","2","2,350","4,700","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987123137362","ビタミンＣ「タケダ」　３００錠","３００錠","1","1,813","1,813","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987240228141","龍角散ドロップノドカクサンＥＨ２４粒","２４粒","3","178","534","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987306007390","リポビタンＤスーパー100ml　3本","１００ｍｌ　","2","450","900","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987306009646","大正漢方胃腸薬　２０包","２０包","1","798","798","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987306047723","パブロンキッズ　かぜ錠　４０錠","４０錠","1","450","450","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","5","554","2,770","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987334102401","本草製薬　センナ　４８包","４８包","4","283","1,132","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4987892100130","テルモ電子体温計","","2","1,179","2,358","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4993387020012","タヒボＮＥＷＥＸプラス３０包","３０包","1","8,750","8,750","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4523905006886","ミズ９９％オハダウルオウオシリフキ","","3","180","540","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4974580350021","流せるおしりふき　大人用　７０枚","７０枚","10","140","1,400","ハンディー",""
"2022/11/10","630　しみず倉庫","パスコ店","4530883502514","宮島シームレスサポーター　ひじＭ１枚","１枚","0","266","0","画面作成",""
"2022/11/10","630　しみず倉庫","パスコ店","4987306009486","大正漢方胃腸薬　48包","４８包","0","1,430","0","画面作成",""
"2022/11/10","630　しみず倉庫","パスコ店","4993387060018","タヒボＮＦＤプレミアム　顆粒　３０包","２ｇ×３０包","0","40,000","0","画面作成",""
"2022/11/10","630　しみず倉庫","パスコ店","4987239123136","カゼリック顆粒　１６包","１６包","5","443","2,215","画面作成",""
"2022/11/10","630　しみず倉庫","プラファ店","4970643175617","伊井オブラート　特大丸型１００枚","１００枚","3","105","315","ハンディー",""
"2022/11/10","630　しみず倉庫","プラファ店","4954097916477","広貫堂ルイボス茶５００ｍｌ","５００ｍｌ","24","80","1,920","ハンディー",""
"2022/11/10","630　しみず倉庫","プラファ店","4970883012451","防水ワンタッチパッドＳ８枚","","3","199","597","ハンディー",""
"2022/11/10","630　しみず倉庫","プラファ店","4515748001722","アバロンプレミアム　９０粒","９０粒","2","3,000","6,000","ハンディー",""
"2022/11/10","630　しみず倉庫","プラファ店","4515748001784","プレミアム１０　８５ｇ","８５","2","2,030","4,060","ハンディー",""
"2022/11/10","630　しみず倉庫","プラファ店","4582368480169","スクアレン（箱入） １０シート","１０シ－ト","1","1,739","1,739","ハンディー",""
"2022/11/10","630　しみず倉庫","プラファ店","4589818059456","ダイヤモンドマスクアッシュグレー30枚","３０枚入り","2","320","640","ハンディー",""
